anime,animeLabel,animePubDate,animeSeriesStartDate
http://www.wikidata.org/entity/Q509415,Cheeky Angel,2002-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q512415,Macross Frontier,2010-10-07T00:00:00Z,
http://www.wikidata.org/entity/Q512415,Macross Frontier,2011-10-20T00:00:00Z,
http://www.wikidata.org/entity/Q514043,Akage no Anne,,1979-01-07T00:00:00Z
http://www.wikidata.org/entity/Q526332,Kekkaishi,2006-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4037589,Dragon Pink,,
http://www.wikidata.org/entity/Q4040780,Hotaruko,,
http://www.wikidata.org/entity/Q4042037,Kai Doh Maru,2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4042194,Kigeki,2002-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4042706,Legend of Lyon Flare,1986-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4043149,Lolita Anime,1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4044090,Metalskin Panic Madox-01,1987-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4047362,Princess Rouge,1997-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4049404,Shintaisou (Kari),2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4050011,Stainless Night,1995-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4052320,Uchuu no Senshi,1988-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4126309,Воскрешение ниндзя,1998-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4185522,Yamato 2520,,
http://www.wikidata.org/entity/Q4439288,Стальной алхимик: OVA,2006-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4545446,.hack//Quantum,,
http://www.wikidata.org/entity/Q4700881,Akiba Girls,2004-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4701925,Akuemon,,
http://www.wikidata.org/entity/Q4725448,Моя богиня!,,
http://www.wikidata.org/entity/Q4726488,Alien from the Darkness,1996-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4729270,All Purpose Cultural Cat-Girl Nuku Nuku DASH!,,
http://www.wikidata.org/entity/Q4747524,Amon Saga,,
http://www.wikidata.org/entity/Q4763085,Angels in the Court,2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4782792,Aquatic Language,2002-10-26T00:00:00Z,
http://www.wikidata.org/entity/Q4793698,Armor Hunter Mellowlink,,
http://www.wikidata.org/entity/Q4793716,Armored Trooper Votoms: Pailsen Files,,2007-10-26T00:00:00Z
http://www.wikidata.org/entity/Q4796584,Rupan Shanshei,,
http://www.wikidata.org/entity/Q4808642,Assemble Insert,,
http://www.wikidata.org/entity/Q4870105,Battle Royal High School,,
http://www.wikidata.org/entity/Q4924299,Tekkaman Blade II,,
http://www.wikidata.org/entity/Q4924599,Voogie's Angel,,
http://www.wikidata.org/entity/Q4941341,Bondage Mansion,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q4966115,Bride of Deimos,,
http://www.wikidata.org/entity/Q5028619,Campus,2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5044218,Carol,1990-03-21T00:00:00Z,
http://www.wikidata.org/entity/Q5050077,Castle Fantasia: Seima Taisen,1998-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5131737,Cleopatra DC,,
http://www.wikidata.org/entity/Q5141450,Coicent,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5150983,Combustible Campus Guardress,,
http://www.wikidata.org/entity/Q5174071,Cosmic Fantasy,,
http://www.wikidata.org/entity/Q5197821,Cybernetics Guardian,,
http://www.wikidata.org/entity/Q5209062,Дайакудзи,,
http://www.wikidata.org/entity/Q5209405,Daimajuu Gekitou Hagane no Oni,,
http://www.wikidata.org/entity/Q5223408,Dark Shell,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5223786,Doomed Megalopolis,1991-09-27T00:00:00Z,
http://www.wikidata.org/entity/Q5224997,Twin Angels,,
http://www.wikidata.org/entity/Q5228111,Imōto Jiru,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5248659,Debutante Detective Corps,1996-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5256206,Demon Fighter Kocho,1997-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5265594,Detatoko Princess,,
http://www.wikidata.org/entity/Q5275896,Digital Juice,2002-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5280512,My My Mai,,
http://www.wikidata.org/entity/Q5305175,Dragon Century,,
http://www.wikidata.org/entity/Q5321259,Dōkyūsei 2,1995-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5348960,Eight Clouds Rising,,
http://www.wikidata.org/entity/Q5349248,Eiken,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5368007,Elven Bride,,
http://www.wikidata.org/entity/Q5402639,Eternal Family,,
http://www.wikidata.org/entity/Q5442997,Fencer of Minerva,,
http://www.wikidata.org/entity/Q5510673,Future GPX Cyber Formula SIN,,
http://www.wikidata.org/entity/Q5518443,Galerians: Rion,2002-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5526250,Garzey's Wing,,
http://www.wikidata.org/entity/Q5526957,Gatchaman,,
http://www.wikidata.org/entity/Q5532830,Genesis Survivor Gaiarth,,
http://www.wikidata.org/entity/Q5532842,Genesis of Aquarion,2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5564408,Girl Next Door,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5602804,Green Legend Ran,,1992-11-25T00:00:00Z
http://www.wikidata.org/entity/Q5611847,Grrl Power,2004-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5614084,Guardian of Darkness,,
http://www.wikidata.org/entity/Q5666160,Slave Doll,2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5767213,Hininden Gausu,,
http://www.wikidata.org/entity/Q5885696,Holy Knight,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q5908070,Hoshizora Kiseki,2006-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q5919404,Inuyasha: Kuroi Tessaiga,,
http://www.wikidata.org/entity/Q5957645,Hyper Speed GranDoll,,
http://www.wikidata.org/entity/Q5957725,Kaleido Star: New Wings Extra Stage,,
http://www.wikidata.org/entity/Q5965774,I'll CKBC,,
http://www.wikidata.org/entity/Q5972466,Karasu Tengu Kabuto,,
http://www.wikidata.org/entity/Q6024056,Evergreen Holy Night,1993-12-28T00:00:00Z,
http://www.wikidata.org/entity/Q6024058,For The Love Of Goddess,1994-05-17T00:00:00Z,
http://www.wikidata.org/entity/Q6024884,Burning Hearts On The Road,1993-09-21T00:00:00Z,
http://www.wikidata.org/entity/Q6072869,Iron Virgin Jun,,
http://www.wikidata.org/entity/Q6129502,Master of Martial Hearts,,
http://www.wikidata.org/entity/Q6132129,Kara no Shōjo,2008-07-04T00:00:00Z,
http://www.wikidata.org/entity/Q6133492,Shippū! Iron Leaguer,1994-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6189444,Jewel BEM Hunter Lime,,
http://www.wikidata.org/entity/Q6204056,JoJo’s Bizarre Adventure,1993-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6213149,Joe vs. Joe,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6409723,Kimagure Robot,2004-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6414679,Bad Boys,1993-01-01T00:00:00Z,2013-04-06T00:00:00Z
http://www.wikidata.org/entity/Q6668913,Lolita Anime,,
http://www.wikidata.org/entity/Q6725920,Mad Bull 34,,
http://www.wikidata.org/entity/Q6730997,Magical Girl Pretty Sammy,,
http://www.wikidata.org/entity/Q6753851,Maple Colors,2004-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6809915,MeiKing,1999-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6815612,Memories Off 3.5,2004-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6858002,Milk Money,2004-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6884807,Mizuiro 2003,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6933347,Mujigen Hunter Fandora,,
http://www.wikidata.org/entity/Q6944782,My-Otome Zwei,2006-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q6945265,My Dear Marie,,
http://www.wikidata.org/entity/Q711948,Dolphin Oji,1969-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q712171,Magne Robo Gakeen,1976-01-01T00:00:00Z,1976-09-05T00:00:00Z
http://www.wikidata.org/entity/Q712453,Thunderbirds 2086,1982-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q712466,Jubei-chan: The Ninja Girl,,1999-04-05T00:00:00Z
http://www.wikidata.org/entity/Q712538,Kikyu Hasshin Saver Kids,1991-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q712606,Jibaku-kun,,
http://www.wikidata.org/entity/Q712714,Battle Athletes Daiundoukai,,
http://www.wikidata.org/entity/Q712721,Metal Fighter Miku,,1994-07-08T00:00:00Z
http://www.wikidata.org/entity/Q712730,Magical Project S,1996-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q713578,"Вики, маленький викинг",1974-01-01T00:00:00Z,1974-01-31T00:00:00Z
http://www.wikidata.org/entity/Q713975,Nintama Rantarō,,
http://www.wikidata.org/entity/Q714031,Yu-Gi-Oh! 5D's,,2008-04-02T00:00:00Z
http://www.wikidata.org/entity/Q714064,City Hunter,1985-01-01T00:00:00Z,1987-04-06T00:00:00Z
http://www.wikidata.org/entity/Q714064,City Hunter,1987-01-01T00:00:00Z,1987-04-06T00:00:00Z
http://www.wikidata.org/entity/Q714064,City Hunter,1988-01-01T00:00:00Z,1987-04-06T00:00:00Z
http://www.wikidata.org/entity/Q714064,City Hunter,1989-01-01T00:00:00Z,1987-04-06T00:00:00Z
http://www.wikidata.org/entity/Q714420,Paul no Miracle Dai Sakusen,1976-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q714520,Tokyo Magnitude 8.0,2009-01-01T00:00:00Z,2009-07-09T00:00:00Z
http://www.wikidata.org/entity/Q715193,Hajime no Ippo,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q715193,Hajime no Ippo,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q715193,Hajime no Ippo,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q715240,Zipang,,
http://www.wikidata.org/entity/Q715519,Крестовый поход Хроно,,2003-11-24T00:00:00Z
http://www.wikidata.org/entity/Q715718,"Heidi, Girl of the Alps",,1974-01-06T00:00:00Z
http://www.wikidata.org/entity/Q715731,Digimon Adventure 02,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q715800,Kimi ni Todoke,2005-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q716172,Mobile Fighter G Gundam,1994-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q717111,Super Dimension Cavalry Southern Cross,1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q717153,Honoo no Toukyuuji: Dodge Danpei,1991-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q717180,Mama wa Shogaku Yonensei,,
http://www.wikidata.org/entity/Q717184,Ginga Sengoku Gun Yuuden Rai,1996-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q717222,Ogon Senshi Gold Lightan,1981-01-01T00:00:00Z,1981-03-01T00:00:00Z
http://www.wikidata.org/entity/Q717361,Genesis Climber Mospeada,1983-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q717361,Genesis Climber Mospeada,1985-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q717382,Madou King Granzort,,1989-04-07T00:00:00Z
http://www.wikidata.org/entity/Q717512,Tokimeki Tonight,,
http://www.wikidata.org/entity/Q717544,GoShogun,1981-01-01T00:00:00Z,1981-07-03T00:00:00Z
http://www.wikidata.org/entity/Q717730,Souten Kouro,,
http://www.wikidata.org/entity/Q717850,Zenki,,
http://www.wikidata.org/entity/Q718624,Тетрадь смерти,,2006-10-03T00:00:00Z
http://www.wikidata.org/entity/Q719160,Ai no Wakakusa Monogatari,1987-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q719816,Shinsekai Yori,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q722076,Sadamitsu the Destroyer,,
http://www.wikidata.org/entity/Q724155,Asobi ni Iku yo!,2010-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q724155,Asobi ni Iku yo!,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q729809,Mouretsu Pirates,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q729857,Aikatsu!,2015-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q730229,X,1996-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q730229,X,2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q733498,Fist of the North Star,,1988-02-18T00:00:00Z
http://www.wikidata.org/entity/Q735669,Dragon Ball GT,1997-11-19T00:00:00Z,1996-02-07T00:00:00Z
http://www.wikidata.org/entity/Q736163,Blue Drop,2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q738819,Natsu no Arashi!,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q739135,Princess Tutu,,2002-08-16T00:00:00Z
http://www.wikidata.org/entity/Q747417,Волчий дождь,,
http://www.wikidata.org/entity/Q752373,Asu no Yoichi!,2009-01-01T00:00:00Z,2009-01-08T00:00:00Z
http://www.wikidata.org/entity/Q752495,Asura Cryin’,,2009-04-02T00:00:00Z
http://www.wikidata.org/entity/Q753729,Hell Girl,,
http://www.wikidata.org/entity/Q764835,Vampire Princess Miyu,,
http://www.wikidata.org/entity/Q772381,Трансформеры: Автороботы,2000-01-01T00:00:00Z,2000-04-05T00:00:00Z
http://www.wikidata.org/entity/Q773860,Kiba,2006-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q776574,Персона - Душа Троицы,,
http://www.wikidata.org/entity/Q777898,Texhnolyze,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q779861,Inazuma Eleven GO,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q779861,Inazuma Eleven GO,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q779861,Inazuma Eleven GO,2013-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q782288,Hero Tales,,
http://www.wikidata.org/entity/Q783099,Tenpouibun Ayakashiayashi,,2006-10-07T00:00:00Z
http://www.wikidata.org/entity/Q786101,Kodocha,1995-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q786101,Kodocha,1996-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q786701,Devil Lady,,
http://www.wikidata.org/entity/Q787081,Gokinjo Monogatari,1996-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q790441,Avenger (аниме),2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q795118,Terra for Mars,2016-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q805979,Bamboo Blade,,2007-10-02T00:00:00Z
http://www.wikidata.org/entity/Q806915,All Purpose Cultural Cat Girl Nuku Nuku,,
http://www.wikidata.org/entity/Q809789,Basara,,1998-04-02T00:00:00Z
http://www.wikidata.org/entity/Q810437,Basquash!,,2009-04-02T00:00:00Z
http://www.wikidata.org/entity/Q825564,Samurai Gun,,2004-12-21T00:00:00Z
http://www.wikidata.org/entity/Q830771,Highschool of the Dead,,
http://www.wikidata.org/entity/Q832098,Эрго Прокси,,2006-02-25T00:00:00Z
http://www.wikidata.org/entity/Q836752,Mai-HiME,2004-01-01T00:00:00Z,2005-03-31T00:00:00Z
http://www.wikidata.org/entity/Q837408,Sweet Valerian,,
http://www.wikidata.org/entity/Q837883,Ping Pong,2002-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q838203,Gdgd Fairies,,
http://www.wikidata.org/entity/Q839004,Dash! Yonkuro,1989-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q840447,Stop!! Hibari-kun!,1983-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q840626,Dokkiri Doctor,,
http://www.wikidata.org/entity/Q841016,Rakugo Tennyo Oyui,2006-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q843115,MapleStory,2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q843422,Princess Comet,,1967-07-03T00:00:00Z
http://www.wikidata.org/entity/Q845452,Project Blue Earth SOS,,
http://www.wikidata.org/entity/Q845507,Kotencotenco,,
http://www.wikidata.org/entity/Q846649,Pokémon,1997-01-01T00:00:00Z,1997-04-01T00:00:00Z
http://www.wikidata.org/entity/Q847410,Tottemo! Luckyman,1994-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q847438,Shukufuku no Campanella,2009-01-30T00:00:00Z,
http://www.wikidata.org/entity/Q847438,Shukufuku no Campanella,2010-09-30T00:00:00Z,
http://www.wikidata.org/entity/Q848916,Genki Bakuhatsu Ganbaruger,1992-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q848928,Nekketsu Saikyo Gozaurer,,
http://www.wikidata.org/entity/Q852124,Amanchu!,,
http://www.wikidata.org/entity/Q1074831,Demon Lord Dante,,
http://www.wikidata.org/entity/Q1075090,Hataraki Man,2007-01-01T00:00:00Z,2007-10-10T00:00:00Z
http://www.wikidata.org/entity/Q1075127,Chi's Sweet Home,,2008-03-31T00:00:00Z
http://www.wikidata.org/entity/Q1075436,Sakigake!! Otokojuku,1988-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1077331,Panty & Stocking with Garterbelt,2010-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1077672,Kotetsushin Jeeg,,
http://www.wikidata.org/entity/Q1078566,Darker than Black: Gemini of the Meteor,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1083737,Fantasy Adventure: Nagagutsu o Haita Neko no Bōken,1992-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1091042,Super Robot Wars Original Generation: The Inspector,,
http://www.wikidata.org/entity/Q1091195,Chu-Bra!!,2010-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1092074,Yatterman,2008-01-01T00:00:00Z,1977-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1093267,Space Battleship Yamato II,1978-01-01T00:00:00Z,1978-10-14T00:00:00Z
http://www.wikidata.org/entity/Q1093397,Space Battleship Yamato III,,1980-10-11T00:00:00Z
http://www.wikidata.org/entity/Q1093416,Yadamon,,
http://www.wikidata.org/entity/Q1093846,La Seine no Hoshi,1975-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1094906,CLAMP School Detectives,1997-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1095034,Clannad,2007-01-01T00:00:00Z,2007-10-04T00:00:00Z
http://www.wikidata.org/entity/Q1095040,Clannad After Story,2008-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1097578,Q1097578,,
http://www.wikidata.org/entity/Q1100563,Ozuma,2012-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1100566,Iketeru Futari,,1999-02-02T00:00:00Z
http://www.wikidata.org/entity/Q1101176,Gear Fighter Dendoh,,2000-10-04T00:00:00Z
http://www.wikidata.org/entity/Q1105802,Rinne no Lagrange,,
http://www.wikidata.org/entity/Q1105832,Maoyuu Maou Yuusha,,
http://www.wikidata.org/entity/Q1106113,Aquarion Evol,,
http://www.wikidata.org/entity/Q1107521,Natsuiro Kiseki,,
http://www.wikidata.org/entity/Q1111448,Dai-Guard,,
http://www.wikidata.org/entity/Q1112243,Nobara no Julie,,1979-01-04T00:00:00Z
http://www.wikidata.org/entity/Q1114006,Magical Taluluto,,
http://www.wikidata.org/entity/Q1114414,Comic Party,1999-05-28T00:00:00Z,
http://www.wikidata.org/entity/Q1114533,Moonlight Mile,2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1118234,Dashing Warrior Muteking,1980-01-01T00:00:00Z,1980-09-07T00:00:00Z
http://www.wikidata.org/entity/Q1119968,Таинственный сад,,1991-04-19T00:00:00Z
http://www.wikidata.org/entity/Q1120133,Агент Надзика,,
http://www.wikidata.org/entity/Q1125350,Суперкнига,1982-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1125350,Суперкнига,1983-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1125350,Суперкнига,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1131848,Big X,,
http://www.wikidata.org/entity/Q1132147,Lilpri,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1133370,Maho no Idol Pastel Yumi,1986-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1133598,UFO Senshi Dai Apolon,,1976-04-06T00:00:00Z
http://www.wikidata.org/entity/Q1134458,The Tatami Galaxy,2010-08-18T00:00:00Z,
http://www.wikidata.org/entity/Q1134579,Genji Monogatari Sennenki,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1134906,Mobile Suit Gundam,,1979-04-07T00:00:00Z
http://www.wikidata.org/entity/Q1134973,Neo Angelique,2008-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1135343,Wish Upon the Pleiades,,2015-04-09T00:00:00Z
http://www.wikidata.org/entity/Q1135578,Twin Angel: Twinkle Paradise,2008-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1135578,Twin Angel: Twinkle Paradise,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1135764,Softenni,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1136431,Doraemon,2005-01-01T00:00:00Z,2005-04-15T00:00:00Z
http://www.wikidata.org/entity/Q1136615,Nyanpire,2011-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1138428,Humanoid Monster Bem,1968-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1138484,Гренадёр,2004-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1139138,Himesama Goyoujin,2006-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1139704,Astroganger,1972-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1139741,Princess Princess,2006-01-01T00:00:00Z,2006-06-28T00:00:00Z
http://www.wikidata.org/entity/Q1140823,Cromartie High School,,2004-03-25T00:00:00Z
http://www.wikidata.org/entity/Q1141572,Miracle Girls,,
http://www.wikidata.org/entity/Q1141816,Fushigiboshi no Futagohime,,
http://www.wikidata.org/entity/Q1141878,White Album,1998-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q1142076,Crush Gear Turbo,,2003-01-26T00:00:00Z
http://www.wikidata.org/entity/Q1143473,Yoake Mae yori Ruriiro na,2005-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1143644,Magical Girl Lyrical Nanoha,,2004-10-01T00:00:00Z
http://www.wikidata.org/entity/Q1143654,Mazinger Z,1972-01-01T00:00:00Z,1972-12-03T00:00:00Z
http://www.wikidata.org/entity/Q1143720,Pita Ten,2002-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1143990,The Three Musketeers (аниме),1987-01-01T00:00:00Z,1987-10-09T00:00:00Z
http://www.wikidata.org/entity/Q1143991,Night Wizard!,2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1145118,Onegai Twins,,2003-07-15T00:00:00Z
http://www.wikidata.org/entity/Q1148439,Ginga: Nagareboshi Gin,1986-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1148856,Amatsuki,,2008-04-05T00:00:00Z
http://www.wikidata.org/entity/Q1150791,Великий детектив Холмс,1984-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1150913,Soccer Fever,,1994-04-04T00:00:00Z
http://www.wikidata.org/entity/Q1151115,Banner of the Stars,2000-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151115,Banner of the Stars,2001-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151115,Banner of the Stars,2005-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151141,Grander Musashi,1998-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151166,Стич!,2008-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151166,Стич!,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151166,Стич!,2010-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151546,Happiness!,,
http://www.wikidata.org/entity/Q1151646,Futari wa Pretty Cure,,2004-02-01T00:00:00Z
http://www.wikidata.org/entity/Q1151768,Munto,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151768,Munto,2005-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1151768,Munto,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1152416,8 Man,1963-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1152428,Judo Boy,,1969-04-02T00:00:00Z
http://www.wikidata.org/entity/Q1152995,Dokaben,,
http://www.wikidata.org/entity/Q1153434,Kuuchuu Buranko,2004-04-25T00:00:00Z,
http://www.wikidata.org/entity/Q1153434,Kuuchuu Buranko,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1154223,Seisenshi Dunbine,1983-01-01T00:00:00Z,1983-02-05T00:00:00Z
http://www.wikidata.org/entity/Q1154223,Seisenshi Dunbine,1988-01-01T00:00:00Z,1983-02-05T00:00:00Z
http://www.wikidata.org/entity/Q1154223,Seisenshi Dunbine,1996-01-01T00:00:00Z,1983-02-05T00:00:00Z
http://www.wikidata.org/entity/Q1154223,Seisenshi Dunbine,2005-01-01T00:00:00Z,1983-02-05T00:00:00Z
http://www.wikidata.org/entity/Q1154265,Gakuen Heaven,,2006-04-01T00:00:00Z
http://www.wikidata.org/entity/Q1154274,Major,,
http://www.wikidata.org/entity/Q1154641,Mashiroiro Symphony,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1155222,Махороматик: Автоматическая девушка,2002-01-01T00:00:00Z,2001-09-10T00:00:00Z
http://www.wikidata.org/entity/Q1155809,The Adventures of Hutch the Honeybee,1970-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1155809,The Adventures of Hutch the Honeybee,1989-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1156108,Mermaid Forest,1991-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1156108,Mermaid Forest,1993-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1156108,Mermaid Forest,2003-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1156204,Strawberry Marshmallow,2005-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1156204,Strawberry Marshmallow,2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1156204,Strawberry Marshmallow,2009-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1158339,Damekko Doubutsu,,2005-01-17T00:00:00Z
http://www.wikidata.org/entity/Q1158788,Lupin III Part II,,
http://www.wikidata.org/entity/Q1159317,Dance in the Vampire Bund,,
http://www.wikidata.org/entity/Q1161517,Getter Robo G,1975-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1161517,Getter Robo G,1976-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1163433,Burn Up Scramble,,2004-01-12T00:00:00Z
http://www.wikidata.org/entity/Q1171190,Dual! Parallel Trouble Adventure,,
http://www.wikidata.org/entity/Q1176254,Shirayuki Hime no Densetsu,1994-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1184973,Koihime Musou,2007-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1185099,Star Driver: Kagayaki no Takuto,2010-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1185494,Starzinger,,
http://www.wikidata.org/entity/Q1185522,Tekkaman Blade,1992-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1185522,Tekkaman Blade,1994-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q1185624,Master Keaton,,
